system:time_start,SO2_column_number_density
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",0
"Jul 1, 2022",0
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 1, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",0
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 2, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",0
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 3, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",0
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 4, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",0
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 5, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",0
"Jul 6, 2022",0
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 6, 2022",
"Jul 7, 2022",
"Jul 7, 2022",
"Jul 7, 2022",
"Jul 7, 2022",
"Jul 7, 2022",
