system:time_start,SO2_column_number_density
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",0.001
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 1, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 2, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 3, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 4, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 5, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",0
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 6, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",0
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 7, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",0.001
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 8, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 9, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 10, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",0.001
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 11, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",0
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 12, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 13, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 14, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 15, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",0.001
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 16, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 17, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",0
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 18, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 19, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",0.001
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 20, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",0.001
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 21, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",0
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 22, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",0.001
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 23, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",0
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 24, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",0.003
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 25, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",0
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 26, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",0
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 27, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 28, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",-0
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 29, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
"Jan 30, 2019",
