system:time_start,SO2_column_number_density
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",0.001
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 1, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",0.001
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 2, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",0
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 3, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 4, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 5, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",0.001
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 6, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",0.001
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 7, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",0.002
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 8, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 9, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 10, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",0.001
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 11, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",0.001
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 12, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",0.001
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 13, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",0.004
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 14, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
"Jan 15, 2021",
